company_name,phone,phone_normalized,website,source
ფიცხა,+995599488844,+995599488844,,bia.ge
ქართლი,+995599793830,+995599793830,,bia.ge
ქეი ენდ ეს,+995593125929,+995593125929,,bia.ge
შაქრო მოსიძე,+995591054842,+995591054842,,bia.ge
"შეზღუდული პასუხისმგებლობის საზოგადოება ქარადენიზ პრეფაბრიქ მაქინე, ელექთრიკ, ინშაათ ვე თურიზმ სანაი ვე თიჯარეთის წარმომადგენლობა საქართველოში",+995593516161,+995593516161,,bia.ge
"შეზღუდული პასუხისმგებლობის საზოგადოება ქარადენიზ პრეფაბრიქ მაქინე, ელექთრიკ, ინშაათ ვე თურიზმ სანაი ვე თიჯარეთის წარმომადგენლობა საქართველოში",+995322915182,+995322915182,,bia.ge
შენება +,+995591100899,+995591100899,,bia.ge
შვედური,+995598454709,+995598454709,,bia.ge
შოთა კვიჟინაძე,+995598140324,+995598140324,,bia.ge
შორენა თაბაგარი,+995577141586,+995577141586,,bia.ge
ჯენერეიშენ ბილდერს ჯბ საქართველო,+995599464544,+995599464544,,bia.ge
ჯეო ქონსთრაქშენი,+995595711115,+995595711115,,bia.ge
ჯი ბი ჯი,+995595901446,+995595901446,,bia.ge
აგრ,+995568891151,+995568891151,,bia.ge
ავანგარდ ბაი ორბი,+995577540100,+995577540100,,bia.ge
ალექსი ვარძელაშვილი,+995598891974,+995598891974,,bia.ge
ალტაირი - XXI,+995577967966,+995577967966,,bia.ge
ანრი,+995557112424,+995557112424,,bia.ge
აღმაშენებელი-XXI,+995595584721,+995595584721,,bia.ge
ახალი სამშენებლო კომპანია,+995577121480,+995577121480,,bia.ge
ბაგრატიონი-26,+995558830550,+995558830550,,bia.ge
ბერიკა,+995551134567,+995551134567,,bia.ge
ბექა ტოკლიკიშვილი,+995599198200,+995599198200,,bia.ge
ბულატი,+995568984949,+995568984949,,bia.ge
ბულვარ გარდენ ქი,+995599189104,+995599189104,,bia.ge
გ.ნ.,+995599457989,+995599457989,,bia.ge
გდმ ჰოლდინგი,+995558600070,+995558600070,,bia.ge
გიგა გოგია,+995598203980,+995598203980,,bia.ge
გივი გაგნიძე,+995322515313,+995322515313,,bia.ge
გივი გაგნიძე,+995579219080,+995579219080,,bia.ge
გრანდ კონცეპტი,+995555555539,+995555555539,,bia.ge
გუჯა,+995551267489,+995551267489,,bia.ge
დანი ქონსთრაქშენ,+995577533337,+995577533337,,bia.ge
დოლერიტი,+995598277266,+995598277266,,bia.ge
ეი+ბილდინგსი,+995577213344,+995577213344,,bia.ge
ე–კონი,+995599151881,+995599151881,,bia.ge
ელია,+995599229346,+995599229346,,bia.ge
ზაზა 72,+995599305720,+995599305720,,bia.ge
თელა,+995592773380,+995592773380,,bia.ge
ივსინო,+995599091615,+995599091615,,bia.ge
კარიბჭე-2015,+995599196725,+995599196725,,bia.ge
ლ.მ.ნ. ჯგუფი,+995595910021,+995595910021,,bia.ge
ლაზარე,+995574222209,+995574222209,,bia.ge
ლეგია,+995599344711,+995599344711,,bia.ge
ლევან ჩხეიძე,+995551252015,+995551252015,,bia.ge
მასტერ ზუგდიდი,+995568066056,+995568066056,,bia.ge
მლტ გროუფ,+995597127729,+995597127729,,bia.ge
მშენებელი 2020,+995577048314,+995577048314,,bia.ge
მშენებელი-2020,+995599267424,+995599267424,,bia.ge
მწვანე სახლი სამშენებლო,+995599471886,+995599471886,,bia.ge
ნიუ ბილდერსი,+995599789234,+995599789234,,bia.ge
ნიუ დეველოპერი,+995597102120,+995597102120,,bia.ge
ომიკრონი,+995551156655,+995551156655,,bia.ge
რამაზ კაჭკაჭაშვილი,+995593228905,+995593228905,,bia.ge
როუდ ბილდერი,+995555758907,+995555758907,,bia.ge
სამშენებლო კომპანია,+995592202043,+995592202043,,bia.ge
საჩი,+995593310114,+995593310114,,bia.ge
სებ გრუპი,+995579071071,+995579071071,,bia.ge
სტანდარტი B,+995599301078,+995599301078,,bia.ge
სფრინგ კონსტრაქშენი,+995599199933,+995599199933,,bia.ge
სხალთა,+995599462109,+995599462109,,bia.ge
ტრანს ფოურ,+995596602040,+995596602040,,bia.ge
უნისტ ჯორჯია,+995322323500,+995322323500,,bia.ge
შალვა აფრიდონიძე,+995599348024,+995599348024,,bia.ge
წარმატების სახლი,+995591313939,+995591313939,,bia.ge
წარმატების სახლი,+995591033939,+995591033939,,bia.ge
ხარისხი,+995592315083,+995592315083,,bia.ge
ჯი ეს პი,+995558717770,+995558717770,,bia.ge
GIMG,+995422226070,+995422226070,,bia.ge
GIMG,+995577525520,+995577525520,,bia.ge
ალუდა დაიაური,+995593657657,+995593657657,,bia.ge
არეა ენთერფრაისის,+995322110108,+995322110108,,bia.ge
ახალი კონსტრუქცია,+995571183830,+995571183830,,bia.ge
გზების და მშენებლობის ჯგუფი,+995597885512,+995597885512,,bia.ge
გრინ ფას,+995593010990,+995593010990,,bia.ge
დიოზერი,+995599512163,+995599512163,,bia.ge
ელიტ ბილდინგ კომპანი,+995511111147,+995511111147,,bia.ge
ენ ჯი კონსტრაქშენ,+995577509503,+995577509503,,bia.ge
ერქვანი,+995571254565,+995571254565,,bia.ge
იმერეთი2017,+995555419571,+995555419571,,bia.ge
იქს კვადრატი,+995577508078,+995577508078,,bia.ge
კ და გ,+995577224402,+995577224402,,bia.ge
ლდ. გროუპ,+995593442700,+995593442700,,bia.ge
მარკა,+995557179191,+995557179191,,bia.ge
მშენებელი,+995551234442,+995551234442,,bia.ge
ნიკოლოზი აბრამიშვილი,+995551910891,+995551910891,,bia.ge
ნიუ ჯგუფი,+995579767699,+995579767699,,bia.ge
პრაგმა2,+995599160818,+995599160818,,bia.ge
რეზიდენს პალასი,+995593316072,+995593316072,,bia.ge
რეზიდენს პალასი,+995577770055,+995577770055,,bia.ge
სამება,+995577402050,+995577402050,,bia.ge
უსაფრთხო გზა,+995555522299,+995555522299,,bia.ge
ფაინ შალეს,+995599807100,+995599807100,,bia.ge
ქართული სახლი,+995599310410,+995599310410,,bia.ge
ჩიხურა,+995551355335,+995551355335,,bia.ge
ავალონ ჯგუფი,+995557777977,+995557777977,,bia.ge
ბილდინგ გრუპ პარტნიორი,+995555262812,+995555262812,,bia.ge
გბგ უნივერსალ,+995557500891,+995557500891,,bia.ge
გლდანი-ვარკეთილის ურბანული განვითარების ფონდი,+995599387615,+995599387615,,bia.ge
გრანდ თაუერი,+995597616119,+995597616119,,bia.ge
ევრაზიან ბილდერს,+995571711211,+995571711211,,bia.ge
ელეფანტს,+995577105787,+995577105787,,bia.ge
ვახტანგი დალაქიშვილი,+995599945311,+995599945311,,bia.ge
თდდ,+995599288203,+995599288203,,bia.ge
თომსონ ენდ სანს,+995599461010,+995599461010,,bia.ge
ლაქშერი ჰაუს,+995579009930,+995579009930,,bia.ge
ლიკ დეველოპმენტი,+995511144677,+995511144677,,bia.ge
ნუგზარი ჯიბუტი,+995599523628,+995599523628,,bia.ge
ობონატო,+995551011101,+995551011101,,bia.ge
სხალთა 2007,+995555942188,+995555942188,,bia.ge
უაით გრუფი,+995555684111,+995555684111,,bia.ge
წალენჯიხის საგზაო სამმართველო,+995599119994,+995599119994,,bia.ge
ჯორჯიანვეი,+995577188808,+995577188808,,bia.ge
ჰიდრომშენი,+995599502600,+995599502600,,bia.ge
აგორა,+995577925599,+995577925599,,bia.ge
ბილდინგი,+995595325005,+995595325005,,bia.ge
მშენებელი აგარა,+995596405757,+995596405757,,bia.ge
ნიუკონსი,+995577158804,+995577158804,,bia.ge
ჩხაო,+995571444433,+995571444433,,bia.ge
ნოვიტეკი,+995599155551,+995599155551,,bia.ge
ხრამის კასკადი,+995551755757,+995551755757,,bia.ge
ბენუ,+995599276596,+995599276596,,bia.ge
სქაი ჰაუსი ვარკეთილი,+995322403403,+995322403403,,bia.ge
ნარინე სუკიასიან - სათხა ნეტ,+995574430102,+995574430102,,bia.ge
უნივერსალი,+995 599 558601,+995599558601,,bia.ge
სკალა ვან ჰოლდინგ,+995577505200,+995577505200,,bia.ge
ჩვენი ჯგუფი,+995555198318,+995555198318,,bia.ge
პილარ ქონსთრაქშენ,+995555980983,+995555980983,,bia.ge
ალბი კონსტრაქმშენი,+995599679675,+995599679675,,bia.ge
ენდიჯი გრუპი,+995555470941,+995555470941,,bia.ge
ინტერ კონსტრაქშენი,+995571977677,+995571977677,,bia.ge
გები კონსტრაქშენი,+995595992996,+995595992996,,bia.ge
ელიტ დეველოპმენტი,+995591511743,+995591511743,,bia.ge
ელიტ დეველოპმენტი,+995544446484,+995544446484,,bia.ge
იქსი,+995558100051,+995558100051,,bia.ge
უნივერსალ ქონსთრაქშენი,+995555158855,+995555158855,,bia.ge
აიშენე სახლი,+995598929993,+995598929993,,bia.ge
ვერესთან,+995577710209,+995577710209,,bia.ge
არჯიესეს,+995592202244,+995592202244,,bia.ge
ვრ კონტრაქშენი,+995599261111,+995599261111,,bia.ge
ლიდერ-ბილდინგი 2022,+995557939607,+995557939607,,bia.ge
ევრო ჯგუფი,+995577344909,+995577344909,,bia.ge
კარკასი,+995593536826,+995593536826,,bia.ge
მეგა უნივერსალი,+995579430717,+995579430717,,bia.ge
ნიუ დეველოპმენტ,+995598090920,+995598090920,,bia.ge
სარ–კო,+995593646270,+995593646270,,bia.ge
გ-თ კომპანი,+995579444493,+995579444493,,bia.ge
ერა–ჯგუფი,+995593600009,+995593600009,,bia.ge
რეტრო დეველოპმენტი,+995599214921,+995599214921,,bia.ge
დუდუ +,+995592025069,+995592025069,,bia.ge
იბერია 21,+995431277839,+995431277839,,bia.ge
ურბან დეველოპმენტ,+995557333233,+995557333233,,bia.ge
კავიანი 2015,+995599351351,+995599351351,,bia.ge
კავიანი 2015,+995558609609,+995558609609,,bia.ge
777,+995599747413,+995599747413,,bia.ge
ატრიუმი,+995574772250,+995574772250,,bia.ge
დავიდე,+995597548877,+995597548877,,bia.ge
დავიდე,+995557041919,+995557041919,,bia.ge
ზეგაანი,+995551520512,+995551520512,,bia.ge
თელაგი,+995599533455,+995599533455,,bia.ge
თი ენდ გრუპ,+995599743089,+995599743089,,bia.ge
იმკა,+995597956699,+995597956699,,bia.ge
ლეგა,+995555513282,+995555513282,,bia.ge
ნი–მარი,+995555590255,+995555590255,,bia.ge
სტრატეგია,+995579933351,+995579933351,,bia.ge
საირმე პალასი,+995577777430,+995577777430,,bia.ge
თექეშინლერი – ს ზუგდიდის ფილიალი,+995599909203,+995599909203,,bia.ge
სამშენებლო კომპანია ნიკე,+995577111213,+995577111213,,bia.ge
ბილდინგ გრუპი,+995592000788,+995592000788,,bia.ge
კენან ინშაატ და ტიჯარატ-ის ფილ.საქარ. კენან ინშაატ და ტიჯარატ ჯორჯია,+995322253050,+995322253050,,bia.ge
კენან ინშაატ და ტიჯარატ-ის ფილ.საქარ. კენან ინშაატ და ტიჯარატ ჯორჯია,+995322977900,+995322977900,,bia.ge
კენან ინშაატ და ტიჯარატ-ის ფილ.საქარ. კენან ინშაატ და ტიჯარატ ჯორჯია,+995322745440,+995322745440,,bia.ge
ნიუსტაილი,+995599260419,+995599260419,,bia.ge
121–ა,+995593336388,+995593336388,,bia.ge
AGRI SBS GROUP,+995579555605,+995579555605,,bia.ge
BATUMI-CITY,+995422270100,+995422270100,,bia.ge
C.C. Georgia,+995555386110,+995555386110,,bia.ge
DT ENGINEERING,+995593937006,+995593937006,,bia.ge
DUDCONSTRUCTION,+995322225273,+995322225273,,bia.ge
ESMA TRADING,+995591011207,+995591011207,,bia.ge
Georgian Greek Construction & Trading co,+995595223355,+995595223355,,bia.ge
GEO–მშენი 2012,+995577539211,+995577539211,,bia.ge
GMG,+995599422886,+995599422886,,bia.ge
Green Cape,+995595077770,+995595077770,,bia.ge
Hepesto,+995568139944,+995568139944,,bia.ge
IMPROVIZATOR იმპროვიზატორი,+995592576428,+995592576428,,bia.ge
IND-GEO TRADING GROUP,+995597255298,+995597255298,,bia.ge
LG კაპიტალი,+995593599559,+995593599559,,bia.ge
M & B,+995599245592,+995599245592,,bia.ge
MLG ქონსთრაქშენ გრუპ,+995599160207,+995599160207,,bia.ge
NAREM CBM,+995422273701,+995422273701,,bia.ge
NEW SPACE ნიუ სპეის,+995599901532,+995599901532,,bia.ge
PHOENIX,+995322931001,+995322931001,,bia.ge
ProCon,+995322306977,+995322306977,,bia.ge
RSP–40,+995322323351,+995322323351,,bia.ge
T N LIGHT,+995557338838,+995557338838,,bia.ge
TS Company,+995322432644,+995322432644,,bia.ge
Tur.az,+995555682822,+995555682822,,bia.ge
XXII საუკუნე,+995322181452,+995322181452,,bia.ge
ა.მ.შ. 001,+995551902790,+995551902790,,bia.ge
აგ ენერგო,+995571323223,+995571323223,,bia.ge
აგორა,+995322259091,+995322259091,,bia.ge
აგორა,+995595036565,+995595036565,,bia.ge
აგრაფი,+995574540077,+995574540077,,bia.ge
ადამ–ინტერნაციონალი,+995574555605,+995574555605,,bia.ge
ავტოგზა – 2000,+995574203325,+995574203325,,bia.ge
აირი 2011,+995599143877,+995599143877,,bia.ge
აკო,+995551245927,+995551245927,,bia.ge
არგო,+995322371999,+995322371999,,bia.ge
არქმშენექსპერტი,+995597798044,+995597798044,,bia.ge
არჩეული,+995579973737,+995579973737,,bia.ge
აფხაზეთი 2012,+995599158608,+995599158608,,bia.ge
ახალი მსოფლიო NW,+995599565815,+995599565815,,bia.ge
ბაბანური,+995557741447,+995557741447,,bia.ge
ბადენი,+995322708264,+995322708264,,bia.ge
ბადენი,+995595331717,+995595331717,,bia.ge
ბათუმი პლაზა,+995422277204,+995422277204,,bia.ge
ბალავარი,+995558163261,+995558163261,,bia.ge
ბალავარი,+995595857737,+995595857737,,bia.ge
ბამა,+995599570197,+995599570197,,bia.ge
ბასა + 2008,+995599788897,+995599788897,,bia.ge
ბატ–ბილდერი,+995595858844,+995595858844,,bia.ge
ბეთა,+995322344170,+995322344170,,bia.ge
ბეთა,+995322355170,+995322355170,,bia.ge
ბენეტ & ბენეტ კაპიტალი,+995599222241,+995599222241,,bia.ge
ბერკო,+995591111710,+995591111710,,bia.ge
ბილდინგ გრუპი,+995322347957,+995322347957,,bia.ge
ბილდინგ გრუპი,+995551934250,+995551934250,,bia.ge
ბოვი,+995599207090,+995599207090,,bia.ge
ბონესერ ტრეიდინგ ლიმიტედის წარმომადგენლობა თბილისში,+995571127878,+995571127878,,bia.ge
ბუკი,+995571032017,+995571032017,,bia.ge
გ. და მ.,+995595558448,+995595558448,,bia.ge
გეგი,+995557939595,+995557939595,,bia.ge
გიო 2007,+995514705500,+995514705500,,bia.ge
გიო&კომპანია XXI,+995551404090,+995551404090,,bia.ge
გიროს +,+995593261622,+995593261622,,bia.ge
გლობალმშენი,+995574633111,+995574633111,,bia.ge
გორმშენი–2,+995591247295,+995591247295,,bia.ge
გრი–ბილდინგ,+995599644535,+995599644535,,bia.ge
გრუპპო ვია,+995599581818,+995599581818,,bia.ge
დ. გ. ევროკომპანი,+995322383140,+995322383140,,bia.ge
დარიალი–55,+995599216497,+995599216497,,bia.ge
დაჩი,+995599167159,+995599167159,,bia.ge
დედაბოძი,+995322432694,+995322432694,,bia.ge
დიეს გრუპ,+995599222409,+995599222409,,bia.ge
დრიმ ჰაუს,+995599360693,+995599360693,,bia.ge
ეგრისი 11,+995413277780,+995413277780,,bia.ge
ევრომშენი,+995592554055,+995592554055,,bia.ge
ევრომშენი 2014,+995322104890,+995322104890,,bia.ge
ევროფასადი,+995597227886,+995597227886,,bia.ge
ელიტ +,+995598910007,+995598910007,,bia.ge
ენკი,+995577411603,+995577411603,,bia.ge
ერ–თი–ჯი,+995322940549,+995322940549,,bia.ge
ერთობა ჯორჯია,+995577494380,+995577494380,,bia.ge
ექსონი,+995322987673,+995322987673,,bia.ge
ვანტი,+995322708323,+995322708323,,bia.ge
ვანტი,+995322707802,+995322707802,,bia.ge
ვეფა,+995555581788,+995555581788,,bia.ge
ზაგელ XXI,+995599535467,+995599535467,,bia.ge
ზაზა,+995599755584,+995599755584,,bia.ge
ზურმუხტი,+995599500650,+995599500650,,bia.ge
თანი,+995599636350,+995599636350,,bia.ge
თექა,+995557564999,+995557564999,,bia.ge
თექა,+995322780009,+995322780009,,bia.ge
თი ჯგუფი,+995599553588,+995599553588,,bia.ge
იბერია სითი,+995322532111,+995322532111,,bia.ge
იმედი,+995557000427,+995557000427,,bia.ge
იმერეთი +,+995591306060,+995591306060,,bia.ge
ინტურისტმშენი,+995577408235,+995577408235,,bia.ge
იოტა ჯგუფი,+995577716903,+995577716903,,bia.ge
კავალერი,+995599562226,+995599562226,,bia.ge
კანტი,+995577444749,+995577444749,,bia.ge
კარკასი XXI,+995599485777,+995599485777,,bia.ge
კახინვესტი,+995555333393,+995555333393,,bia.ge
კნდ–10,+995555175525,+995555175525,,bia.ge
კოლხეთი გრუპი,+995593604017,+995593604017,,bia.ge
კომპანია კ 2,+995597440226,+995597440226,,bia.ge
კომფორტ-კომუნიკაცია,+995555373755,+995555373755,,bia.ge
კონდა,+995322958595,+995322958595,,bia.ge
კონკა,+995595302302,+995595302302,,bia.ge
კორდი 2009,+995599277749,+995599277749,,bia.ge
კრისტალი,+995322651964,+995322651964,,bia.ge
კრისტალი,+995593612669,+995593612669,,bia.ge
ლათინ ჯორჯიან ინტერნაციონალ,+995599262568,+995599262568,,bia.ge
ლამფალაში,+995599385318,+995599385318,,bia.ge
ლანორი,+995555030101,+995555030101,,bia.ge
ლანჩხუთი–მშენებელი,+995571774545,+995571774545,,bia.ge
ლაშა 2012,+995579554902,+995579554902,,bia.ge
ლიბ კონსტრაქშენი,+995577999828,+995577999828,,bia.ge
ლიბრა,+995322313022,+995322313022,,bia.ge
ლიდერ დეველოპმენდი,+995592353005,+995592353005,,bia.ge
ლიდერ_ბილდერი,+995555159926,+995555159926,,bia.ge
ლომისა,+995322986613,+995322986613,,bia.ge
ლუკა,+995599970124,+995599970124,,bia.ge
ლუნარ გლობე,+995577545625,+995577545625,,bia.ge
მ.კ და კომპანია,+995568829395,+995568829395,,bia.ge
მათე–2015,+995577282009,+995577282009,,bia.ge
მარიამი 2009,+995577710060,+995577710060,,bia.ge
მარს ბილდინგს,+995555371283,+995555371283,,bia.ge
მაღლივმშენი,+995322533568,+995322533568,,bia.ge
მეგა პლიუსი,+995592777797,+995592777797,,bia.ge
მედიმექსი,+995577461411,+995577461411,,bia.ge
მემორიალი,+995598251214,+995598251214,,bia.ge
მინი 77,+995599170268,+995599170268,,bia.ge
მოდერნ ბილდინგი,+995555400661,+995555400661,,bia.ge
მოდერნ სითი,+995570107222,+995570107222,,bia.ge
მშენებელი 2006,+995555756161,+995555756161,,bia.ge
მშენებელი 2010,+995322904315,+995322904315,,bia.ge
მშენებელი 2014,+995592228090,+995592228090,,bia.ge
მშენი,+995593346870,+995593346870,,bia.ge
მშენი,+995598520354,+995598520354,,bia.ge
მწვანე გზა,+995558790039,+995558790039,,bia.ge
ნანაკო,+995577752929,+995577752929,,bia.ge
ნარდი,+995598407610,+995598407610,,bia.ge
ნიუ აჭარა,+995597800305,+995597800305,,bia.ge
ნიუ ბილდინგ გრუპ,+995322182896,+995322182896,,bia.ge
ნიუ ვეის,+995557442240,+995557442240,,bia.ge
ნიუ ლაიფ,+995593511015,+995593511015,,bia.ge
ნიუ–კერია,+995597266995,+995597266995,,bia.ge
ნოვა,+995577710888,+995577710888,,bia.ge
ნოვა,+995322181213,+995322181213,,bia.ge
ნოზა +,+995593654585,+995593654585,,bia.ge
ოდა,+995551901157,+995551901157,,bia.ge
ორიენტი,+995599565142,+995599565142,,bia.ge
პარმა,+995322301031,+995322301031,,bia.ge
პირველი–მ,+995593957400,+995593957400,,bia.ge
რემმშენი,+995593927622,+995593927622,,bia.ge
საბა გეორგია,+995571166665,+995571166665,,bia.ge
სამთა,+995595383859,+995595383859,,bia.ge
სამშენებლო კომპანია,+995577994220,+995577994220,,bia.ge
სამშენებლო კომპანია რეფა,+995599749698,+995599749698,,bia.ge
სამშენებლო–სამონტაჟო საექსპლუატაციო საწარმო ჩელიაბინსკტრანსსიგნალი–ს საქართველოს ფილიალი,+995579079494,+995579079494,,bia.ge
სანი მ,+995322953181,+995322953181,,bia.ge
საქართველოს განახლებადი ენერგეტიკის კომპანია,+995597202014,+995597202014,,bia.ge
საყრდენი კედელი,+995599429191,+995599429191,,bia.ge
სეგევ,+995322997035,+995322997035,,bia.ge
სეგევ,+995322997036,+995322997036,,bia.ge
სეგმენტი,+995568000080,+995568000080,,bia.ge
სერვის ჯგუფი 2007,+995574477575,+995574477575,,bia.ge
სიდა,+995599052729,+995599052729,,bia.ge
სტარ ლაინი,+995597277072,+995597277072,,bia.ge
სფინქსი,+995599464122,+995599464122,,bia.ge
სწრაფ მშენი,+995593305849,+995593305849,,bia.ge
ტრანს ინვესტ კაპიტალ–სამშენებლო მენეჯმენტი,+995322373210,+995322373210,,bia.ge
ფილე,+995 599 196075,+995599196075,,bia.ge
ფრეიმი,+995322919500,+995322919500,,bia.ge
ფრონტონი,+995599153306,+995599153306,,bia.ge
ქლინ სერვისი,+995599904094,+995599904094,,bia.ge
შმაგი,+995551555454,+995551555454,,bia.ge
შტრაბაგ ეი ჯი–ს ფილიალი საქართველოში,+995599484825,+995599484825,,bia.ge
ცისკარი 2015,+995595557116,+995595557116,,bia.ge
ციტადელი,+995599383203,+995599383203,,bia.ge
ძმები,+995571147570,+995571147570,,bia.ge
წყნეთი ჰაუსი,+995322202244,+995322202244,,bia.ge
ჯეო ჯგუფი,+995551129000,+995551129000,,bia.ge
ჯეობილდ,+995790950001,+995790950001,,bia.ge
ჯი დი ემ კომპანი,+995599166088,+995599166088,,bia.ge
ჯი თი ბი,+995597109793,+995597109793,,bia.ge
ჯი თი სი გრუფი,+995598330064,+995598330064,,bia.ge
ჯიჯი და მეგობრები,+995593289073,+995593289073,,bia.ge
ჯორჯიან აირონ ქინგ,+995599982982,+995599982982,,bia.ge
ჯორჯიან გრუპ,+995551685544,+995551685544,,bia.ge
ჯორჯიან კომფორტ გრუპი,+995597717731,+995597717731,,bia.ge
ჰაუსარტ სერვისი,+995577113715,+995577113715,,bia.ge
ჰოტელ ოაზისი,+995322472233,+995322472233,,bia.ge
GEO-PROFILE GROUP,+995599373755,+995599373755,,bia.ge
Georgia Invest,+995599560302,+995599560302,,bia.ge
Georgian Genesis,+995577929097,+995577929097,,bia.ge
KOLHIDELI,+995555322202,+995555322202,,bia.ge
Magiran company,+995592550855,+995592550855,,bia.ge
MAR-KES,+995571906212,+995571906212,,bia.ge
NEW LAZIKA GROUP,+995571761313,+995571761313,,bia.ge
Promer +,+995577435050,+995577435050,,bia.ge
ალ ჰამრა ქონსთრაქშენ კო–ს წარმომადგენლობა (ფილიალი) საქართველოში,+995322295449,+995322295449,,bia.ge
ალ ჰამრა ქონსთრაქშენ კო–ს წარმომადგენლობა (ფილიალი) საქართველოში,+995599209999,+995599209999,,bia.ge
ალბე 777,+995557441505,+995557441505,,bia.ge
ალიონი–99,+995595503657,+995595503657,,bia.ge
არმაზი,+995322295433,+995322295433,,bia.ge
არსი–ბათუმი,+995322251904,+995322251904,,bia.ge
არქსტუ–დია,+995322934200,+995322934200,,bia.ge
არქსტუ–დია,+995322984200,+995322984200,,bia.ge
ბარათა ჯგუფი,+995592112590,+995592112590,,bia.ge
ბოვან,+995599193041,+995599193041,,bia.ge
ბუხარა,+995593361876,+995593361876,,bia.ge
გთ კომპანია,+995595636336,+995595636336,,bia.ge
გიო გრუპი,+995557005154,+995557005154,,bia.ge
გონი 2007,+995322721733,+995322721733,,bia.ge
ეი ჯი ემ მშენჯგუფი,+995322538419,+995322538419,,bia.ge
ელიტ–ჰაუზი,+995322915377,+995322915377,,bia.ge
ელიტ–ჰაუზი,+995322292802,+995322292802,,bia.ge
ენ.ბი.გრუპ,+995591016121,+995591016121,,bia.ge
ვექტორი,+995599792799,+995599792799,,bia.ge
ვილბრუკ მენეჯმენტ ჯორჯია,+995596221515,+995596221515,,bia.ge
ზარი,+995599795933,+995599795933,,bia.ge
ზუგომშენი,+995422222461,+995422222461,,bia.ge
თერმო,+995322916796,+995322916796,,bia.ge
იზოლსერვისი,+995597045445,+995597045445,,bia.ge
ინჟმშენი,+995577406233,+995577406233,,bia.ge
კაპიტალმშენი,+995322930020,+995322930020,,bia.ge
კაპიტელი ჯი,+995322453591,+995322453591,,bia.ge
კონსოლი,+995322302621,+995322302621,,bia.ge
მბჯ,+995595332533,+995595332533,,bia.ge
მექანიკა,+995593939376,+995593939376,,bia.ge
მზიური XXI+,+995599185536,+995599185536,,bia.ge
მონოლითმშენი,+995322356401,+995322356401,,bia.ge
მონტაჟმშენი,+995322958815,+995322958815,,bia.ge
მონტაჟმშენი,+995595508484,+995595508484,,bia.ge
მონტაჟმშენი,+995591192242,+995591192242,,bia.ge
მშენ–გროუფ,+995322351447,+995322351447,,bia.ge
ოდა,+995593314963,+995593314963,,bia.ge
პკჰ,+995593250029,+995593250029,,bia.ge
რედიტი,+995571910606,+995571910606,,bia.ge
რონინი სიტი,+995577762266,+995577762266,,bia.ge
საერთაშორისო საგზაო კორპორაცია,+995599297775,+995599297775,,bia.ge
სანსეტ ვილიჯ,+995322388772,+995322388772,,bia.ge
საუკმშენი,+995555491771,+995555491771,,bia.ge
საქჰიდროენერგომშენი,+995599165654,+995599165654,,bia.ge
სენთი–სისტემა,+995599907789,+995599907789,,bia.ge
სთილ ფრეიმ სისთემს ჯორჯია,+995577741542,+995577741542,,bia.ge
სი–ეს–ემ ბიზნეს ჯგუფი,+995595390010,+995595390010,,bia.ge
სინათლე–2,+995551464330,+995551464330,,bia.ge
სპორტ–არენა,+995577265001,+995577265001,,bia.ge
უნივერსალური სამშენებლო ჯგუფი,+995592444534,+995592444534,,bia.ge
ფიროსმანი,+995577902526,+995577902526,,bia.ge
ციტადელი,+995599552272,+995599552272,,bia.ge
ჯ.ს.ბ. საქართველო,+995555135323,+995555135323,,bia.ge
ჯეო ტრანს 2009,+995322188463,+995322188463,,bia.ge
ჯითიაი სოფ კომპანი,+995593282048,+995593282048,,bia.ge
ჯორჯიან ალკონტრეიდ,+995599494080,+995599494080,,bia.ge
ჯორჯიან მეტალ კომპანი,+995593222297,+995593222297,,bia.ge
ჰორიზონტი,+995599504747,+995599504747,,bia.ge
A.B. Group,+995574600777,+995574600777,,bia.ge
Artifex,+995595511116,+995595511116,,bia.ge
GEL-100,+995599251604,+995599251604,,bia.ge
PATE-02,+995599190340,+995599190340,,bia.ge
VILLA,+995577202633,+995577202633,,bia.ge
YAPI GUC GEORGIA,+995593307800,+995593307800,,bia.ge
ად ქონუთ ინშაათ მაქინა ელექტრიქ თააჰუთ თიჯარეთ,+995577711114,+995577711114,,bia.ge
ავტო–მეტალურგ–მშენი,+995599936038,+995599936038,,bia.ge
აი–ეს–პი ფაუნდეიშენ,+995577251535,+995577251535,,bia.ge
ამბრელა კორპორეიშენი,+995599507077,+995599507077,,bia.ge
ანაგი–ბათუმი,+995422274139,+995422274139,,bia.ge
ანრი,+995571426262,+995571426262,,bia.ge
არსი–ტექ,+995322916816,+995322916816,,bia.ge
ატეფი,+995593397362,+995593397362,,bia.ge
ატრიუმი,+995599241139,+995599241139,,bia.ge
აღმაშენებელი 96,+995322716603,+995322716603,,bia.ge
აღმაშენებელი 96,+995599253160,+995599253160,,bia.ge
აღმაშენებელი 96,+995599202875,+995599202875,,bia.ge
ბაბუ,+995599696362,+995599696362,,bia.ge
ბანი,+995597870061,+995597870061,,bia.ge
ბერმუდი +,+995579070888,+995579070888,,bia.ge
ბიბო,+995558531163,+995558531163,,bia.ge
ბიზნესცენტრი აგრომონტაჟი,+995322397644,+995322397644,,bia.ge
ბიზნესცენტრი აგრომონტაჟი,+995593620014,+995593620014,,bia.ge
ბრიდჯ ბილდ,+995577454721,+995577454721,,bia.ge
